facility,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,pagerank,hub_score,authority_score,community_id,community_size,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32
IND000000AAL,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0,0.1304060974519144,0.0003806555869403,0.0020161681499039,0.0018483843261384,37,64,0.2631622552871704,0.04245321825146675,-0.8295891880989075,0.4575910270214081,0.21373048424720764,0.27526891231536865,0.2825379967689514,0.36655867099761963,-0.2268947958946228,-0.2225617617368698,-0.6107398271560669,-0.1850038468837738,0.5030839443206787,-0.8364580273628235,-0.5009452700614929,0.14242133498191833,-0.39999064803123474,-0.050576772540807724,-0.0905027985572815,0.9104713201522827,0.5873597860336304,0.21557985246181488,0.7878805994987488,-0.7438660264015198,-0.03162001445889473,0.17821165919303894,-0.29114505648612976,0.3583512604236603,-0.5391727089881897,-0.7378941774368286,-0.2121509462594986,-0.09037571400403976
IND411033AAA,0.0259661835748792,0.0138888888888888,0.0120772946859903,0.0432540118304796,0.1617996346716493,0.0061738400433935,0.0172022574490128,0.0191714192806644,37,64,0.2859703600406647,0.14456871151924133,-0.6945183873176575,0.333120197057724,0.24114465713500977,0.2807658314704895,0.288130521774292,0.18498572707176208,-0.17837001383304596,-0.2962789833545685,-0.5609878301620483,-0.2022254467010498,0.6176326274871826,-0.8779939413070679,-0.4774564504623413,0.27770572900772095,-0.2989034056663513,-0.10432668775320053,-0.12819470465183258,0.7588397264480591,0.6221473217010498,0.19539399445056915,0.6770573854446411,-0.5885218977928162,-0.04062719643115997,0.14467617869377136,-0.34405165910720825,0.38406631350517273,-0.4201820194721222,-0.6579731702804565,-0.19512762129306793,-0.18972893059253693
IND000000AAQ,0.0006038647342995,0.0,0.0006038647342995,0.0,0.0,0.0001180827567692,0.0001383571143185,-0.0,75,64,0.7992222905158997,-0.12333925813436508,0.062077704817056656,-0.24531804025173187,0.8588899374008179,-0.3805655539035797,-0.4864475131034851,0.9777388572692871,-0.2757524251937866,0.44328388571739197,0.5619582533836365,-0.9730494618415833,-0.5437717437744141,0.004307947587221861,-0.6447502374649048,0.7601435780525208,-0.5642690062522888,0.6516802906990051,0.195937842130661,0.17608687281608582,-0.08333472162485123,0.8265351057052612,0.8384386897087097,0.3509000539779663,-0.05138775706291199,0.29395774006843567,-0.09607111662626266,1.1385527849197388,-0.4562821090221405,0.8213167786598206,0.12334734201431274,0.026335760951042175
IND700028AAB,0.0018115942028985,0.001207729468599,0.0006038647342995,0.0004035494840696,0.1347600277945608,0.0004715708006663,0.0019230395093584,0.0013156155894983,75,64,0.7615944743156433,-0.3737334907054901,-0.1651272177696228,-0.2388405203819275,0.674781084060669,-0.10496710240840912,-0.22529974579811096,0.9718491435050964,-0.21345168352127075,0.2758482098579407,0.050224125385284424,-0.7320772409439087,-0.20174939930438995,0.1015402227640152,-0.1503080278635025,0.39837321639060974,-0.44250932335853577,0.4595883786678314,0.015470187179744244,0.3370392918586731,0.27273479104042053,0.6113770604133606,0.7356419563293457,-0.1245124563574791,-0.1878248155117035,0.4087167978286743,0.0043179127387702465,0.8394585251808167,0.04639884829521179,0.9112046957015991,-0.12951329350471497,0.1438973993062973
IND000000AAS,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0032247471430447,0.0787497694589392,0.0005392744194365,9.353169169925935e-21,-1.4897528412064858e-19,82,67,1.0110907554626465,-0.6179571747779846,0.8629631996154785,-0.13074178993701935,1.0936150550842285,-0.27349933981895447,-0.2990095615386963,0.46801093220710754,-0.2278052717447281,-0.09202160686254501,-0.9446945190429688,-0.40968552231788635,-0.8890500664710999,-0.3401891887187958,0.5754879713058472,0.6410291194915771,-0.6839072704315186,0.7296788096427917,0.9579963088035583,1.720910668373108,0.6296175122261047,0.4459814131259918,0.9482520818710327,0.4564099609851837,-0.9905240535736084,1.0744258165359497,-0.4165230989456177,0.8553540110588074,0.8134912252426147,0.5157486200332642,0.291677325963974,-1.3976032733917236
IND783370AAC,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0032225579053373,0.0705437235720039,0.0005771297781032,-1.5894518281444694e-20,8.893778416655045e-20,82,67,0.8651596903800964,-0.6548041105270386,0.8607269525527954,-0.02385571599006653,1.1452831029891968,-0.27209851145744324,-0.32046520709991455,0.5990474224090576,-0.23282219469547272,0.18961821496486664,-0.9259755611419678,-0.400115042924881,-0.8736065030097961,-0.2635405659675598,0.585135281085968,0.6601372361183167,-0.6212374567985535,0.8710921406745911,0.9410627484321594,1.564393162727356,0.3903813660144806,0.7828316688537598,0.8344597220420837,0.31977134943008423,-0.9114071726799011,1.2757682800292969,0.0463019534945488,1.1322917938232422,0.590170681476593,0.2787761986255646,0.5255779027938843,-1.1816092729568481
IND000000AAZ,0.002415458937198,0.001207729468599,0.001207729468599,0.001614927682181,0.1118994925834949,0.0008767367304131,1.7392848295794325e-21,0.0002851087975438,7,58,-0.09440746903419495,0.6872427463531494,0.32313016057014465,0.6495117545127869,0.2796538174152374,-0.4309534430503845,0.4928261339664459,0.8605916500091553,-0.385012686252594,0.4817759692668915,0.3121195137500763,-0.5492455363273621,-0.3729616701602936,-0.4953729212284088,-0.47334322333335876,1.2394295930862427,-0.5569639205932617,0.25303539633750916,-0.3556050658226013,1.0141476392745972,0.39094915986061096,0.9341240525245667,1.3303688764572144,-0.5890337824821472,0.2044096738100052,-0.5493304133415222,-1.2160460948944092,-0.09700231999158859,0.5537002086639404,-0.264231413602829,-0.8778572678565979,-0.9741495847702026
IND444203AAA,0.0018115942028985,0.001207729468599,0.0006038647342995,0.0016105492067662,0.0959775467878742,0.0009084995252017,0.000338169253143,-3.085091078085261e-21,7,58,-0.09801369160413742,0.8081038594245911,0.37028831243515015,0.5614975690841675,0.18522049486637115,-0.5741813778877258,0.3736289441585541,1.0180517435073853,-0.2321697473526001,0.5048017501831055,0.388904333114624,-0.6062960028648376,-0.37890833616256714,-0.5261664390563965,-0.5584207773208618,0.9978266358375549,-0.45545801520347595,0.3988574743270874,-0.3135720193386078,0.9188128113746643,0.3999577760696411,0.7475332617759705,1.3815349340438843,-0.37257638573646545,0.2636289596557617,-0.4261332154273987,-1.203477144241333,0.049439333379268646,0.6279997229576111,-0.4144824743270874,-0.7138180732727051,-1.0315629243850708
IND444303AAA,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0,0.0959528802376846,0.000490955488396,-3.2444454320926464e-22,1.9623671314041366e-20,7,58,-0.0017860796069726348,0.6644313335418701,0.3032134473323822,0.5751261115074158,0.2666507363319397,-0.5879725813865662,0.44345757365226746,0.9789127111434937,-0.5512663722038269,0.6154404878616333,0.34925782680511475,-0.5086957812309265,-0.3413594961166382,-0.5430857539176941,-0.5791916251182556,1.0264112949371338,-0.6018792390823364,0.3205328583717346,-0.29811233282089233,0.987704873085022,0.39171892404556274,0.8573821187019348,1.3787791728973389,-0.44724634289741516,0.2792729139328003,-0.5022808313369751,-1.2272741794586182,0.04229214787483215,0.7261823415756226,-0.3639848828315735,-0.713837206363678,-1.0303860902786255
IND000000ABA,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0004053738488258,0.1149484781418814,0.0004790190419979,-7.121377400629745e-22,0.0003493252850048,0,43,0.11143738031387329,-0.9445217251777649,0.0004016928724013269,0.1807500422000885,0.41260433197021484,-0.6080846190452576,0.6602693200111389,-0.35360124707221985,-1.23976731300354,0.5182592272758484,-0.5625956058502197,-0.5551896095275879,0.45486578345298767,-0.14085789024829865,-0.6911096572875977,0.6210886836051941,-0.00464629428461194,-0.6581665277481079,-0.4906046986579895,-0.06212342903017998,1.2683689594268799,0.736970841884613,1.044074296951294,0.8162809014320374,-0.6241526007652283,0.5565841794013977,0.05479002371430397,0.21473293006420135,0.3982274532318115,-0.8993557691574097,-0.7742907404899597,0.4876072108745575
IND683565AAA,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0004031846111184,0.0981731940585934,0.0005256734739074,0.0005402875379936,-6.771603450328416e-21,0,43,0.16428713500499725,-0.7609133124351501,0.01675310730934143,0.1422150880098343,0.42527011036872864,-0.7736538052558899,0.5088954567909241,-0.2849094569683075,-1.217169165611267,0.5345439910888672,-0.42789557576179504,-0.6111705899238586,0.4184686541557312,-0.07366029918193817,-0.7687088847160339,0.5229822993278503,-0.14704984426498413,-0.7247243523597717,-0.44538891315460205,-0.019890449941158295,1.1222541332244873,0.7483389377593994,1.1307622194290161,0.9073286056518555,-0.6372499465942383,0.5914269089698792,0.15140461921691895,0.3623075783252716,0.2789214551448822,-1.0475208759307861,-0.7354106903076172,0.4886873662471771
IND000000ABD,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0004031846111184,0.0857395009771112,0.0004843446706484,0.0030231807843189,3.2616087350341967e-22,0,43,0.745272159576416,-0.24095353484153748,0.1039109081029892,0.6668319702148438,0.6150890588760376,-0.5947512984275818,0.16760645806789398,0.16501328349113464,-0.8679673671722412,0.01344138104468584,-0.3075333535671234,-0.5006616115570068,0.6241984963417053,-0.01822025515139103,-1.0853641033172607,-0.11233990639448166,0.3278721570968628,-0.679114043712616,0.035138726234436035,0.3535018265247345,0.5286754965782166,0.43128788471221924,0.8467546701431274,0.7719011306762695,-0.41467878222465515,0.5398118495941162,0.6701635718345642,0.6447328329086304,-0.07912928611040115,-0.5785530209541321,-0.004658927675336599,0.0708061158657074
IND562132AAA,0.0428743961352657,0.0217391304347826,0.021135265700483,0.1249428383249191,0.1714986940766333,0.0096346536862365,0.030917171135353,0.0287469407649286,60,109,0.11427295953035355,-0.24570147693157196,-0.43901345133781433,0.35995516180992126,0.40657520294189453,-0.6446901559829712,0.36909592151641846,0.21650554239749908,-0.3767315745353699,-0.18799906969070435,-0.295151948928833,-0.442913293838501,0.6441541314125061,-0.16706253588199615,-0.4445500373840332,-0.002987756161019206,0.31779953837394714,-0.5005702972412109,-0.12425903975963593,0.5782855153083801,0.41852033138275146,0.4134810268878937,0.40289393067359924,0.2884660065174103,-0.16664016246795654,0.20404528081417084,-0.07422517240047455,0.32644960284233093,0.013192865997552872,0.05006539821624756,-0.49449124932289124,0.2005923092365265
