facility,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,pagerank,hub_score,authority_score,community_id,community_size,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32
IND000000ABG,0.0006038647342995,0.0,0.0006038647342995,0.0,0.0,0.0001180827567692,3.356359528949912e-22,-0.0,3,5,0.07802389562129974,-0.03426813334226608,0.598375141620636,0.9090805053710938,0.1305999904870987,0.1071651354432106,0.6703906059265137,0.3908446133136749,-1.2919458150863647,0.6434709429740906,0.2233237326145172,-1.2932382822036743,-0.7675984501838684,-0.43520408868789673,0.9398781657218933,1.3639672994613647,0.24365094304084778,-0.026906853541731834,0.12164976447820663,0.83649742603302,0.2734087407588959,0.6866242289543152,-0.2600386142730713,-0.3349040150642395,-0.4926326274871826,0.6655349731445312,-0.12016498297452927,-0.23331978917121887,0.266554057598114,-0.5890879034996033,-0.9849088788032532,-0.17333601415157318
IND501359AAF,0.0018115942028985,0.0018115942028985,0.0,0.0,0.0019323671497584,0.0005045712889252,-0.0,3.1915083962226242e-21,3,5,-0.34399816393852234,-0.012150382623076439,0.6513268351554871,0.7015416026115417,0.20313316583633423,0.25790664553642273,0.5235792994499207,0.6254409551620483,-2.3370361328125,0.8500279784202576,-0.11831062287092209,-0.9490112066268921,-1.0131685733795166,-1.5272427797317505,1.066439151763916,2.1629011631011963,0.5538409948348999,-0.42161616683006287,0.46614575386047363,0.9834465384483337,-0.2866276204586029,1.079825758934021,-0.3260699510574341,-0.23985491693019867,0.18289251625537872,1.4736919403076172,-1.5032117366790771,-0.06368275731801987,0.3962598741054535,-0.9173442721366882,-1.6277830600738525,-0.2958061099052429
IND000000ACA,0.0132850241545893,0.0078502415458937,0.0054347826086956,0.0080600434928557,0.1257503054916911,0.002895481554748,0.002417836887355,0.0028631651669427,10,83,0.05586962401866913,-0.5280081033706665,0.8036913275718689,0.9990173578262329,-0.6526128053665161,-0.46207988262176514,0.4215593636035919,0.2717685401439667,0.6414600014686584,-0.11810555309057236,-0.2799501121044159,-0.6969249844551086,-0.3239193260669708,-0.8069583773612976,0.136151522397995,0.16785240173339844,0.4213634133338928,0.8894340991973877,0.9046513438224792,0.6782132983207703,1.7051966190338135,1.0343257188796997,0.42203202843666077,-0.3535398244857788,-0.21071414649486542,0.2664628028869629,-0.17617234587669373,-0.27819889783859253,0.5616390705108643,-0.09594274312257767,-1.052895188331604,0.27783259749412537
IND140406AAA,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0002025044879373,0.105945702895809,0.0003917066473335,3.4811752750505103e-06,0.000259796821376,10,83,-0.12362931668758392,-1.1106562614440918,1.0952969789505005,0.9689324498176575,-0.574738085269928,-0.3114548623561859,0.747642457485199,0.12439417093992233,0.6512126922607422,-0.1936246156692505,-0.4080664813518524,-1.1462770700454712,-0.47062838077545166,-0.8256754279136658,-0.26415106654167175,0.42282634973526,0.6490755081176758,0.9874857068061829,1.0152928829193115,0.8700416088104248,1.7423582077026367,1.0000931024551392,0.38437405228614807,-0.3369414806365967,-0.2236429899930954,0.4147706925868988,-0.18324123322963715,-0.49133455753326416,0.510105311870575,0.03070322796702385,-0.880797803401947,0.2507173717021942
IND142001AAB,0.002415458937198,0.001207729468599,0.001207729468599,0.001200067136623,0.1252651088759707,0.0006278454402887,0.0002672099040525,0.002155611512863,10,83,-0.3511854112148285,-0.7348452806472778,0.7197202444076538,1.038001537322998,-0.19953759014606476,-0.5782772898674011,0.25808578729629517,0.19406232237815857,0.7022134065628052,-0.27567124366760254,-0.21080690622329712,-0.4140772819519043,0.01113108266144991,-0.7951866388320923,0.18357975780963898,0.3282395899295807,0.1459263414144516,0.5925982594490051,0.5884372591972351,0.4807776212692261,1.0810335874557495,1.1166985034942627,0.2388208657503128,-0.4465533494949341,-0.18147583305835724,0.5940882563591003,-0.4379875063896179,-0.2663230001926422,0.784367561340332,-0.11954204738140106,-1.2306199073791504,0.13919612765312195
IND142401AAA,0.0018115942028985,0.001207729468599,0.0006038647342995,0.0,0.1059607370525985,0.0005908659458121,0.0003011056371463,0.0002989059408245,10,83,-0.03571547195315361,-0.9167239665985107,1.0476776361465454,1.0533654689788818,-0.5811207294464111,-0.27933168411254883,0.6435080170631409,0.22367966175079346,0.7812402844429016,-0.3268032670021057,-0.1901804804801941,-1.0239773988723755,-0.3821636438369751,-0.801893413066864,-0.10786312818527222,0.4029186964035034,0.6638702154159546,0.9844971895217896,1.0132153034210205,0.5712088346481323,1.704224944114685,0.9984996914863586,0.6379173398017883,-0.24852517247200012,-0.21342302858829498,0.5727951526641846,-0.43841078877449036,-0.4617629051208496,0.5409611463546753,-0.0733853206038475,-0.9094340801239014,0.3810049295425415
IND143001AAA,0.002415458937198,0.0018115942028985,0.0006038647342995,0.0,0.1253702676309036,0.0010632092705271,0.0002346501993181,0.0023873544002545,10,83,0.3214375972747803,-0.19063113629817963,0.5923442244529724,0.9282252192497253,-0.5602499842643738,-0.4452230632305145,0.08317232877016068,0.39409276843070984,0.3892904222011566,-0.5406988859176636,0.13548488914966583,-0.5537515878677368,-0.19966354966163635,-0.6963462233543396,-0.019992433488368988,0.4490625858306885,0.5077638626098633,1.1474840641021729,0.9539775848388672,0.7918441295623779,1.4782392978668213,1.2457075119018555,0.5380837321281433,-0.0850198045372963,-0.41380393505096436,0.23216338455677032,-0.13843956589698792,-0.576970100402832,0.12017890065908432,0.049924567341804504,-1.3493034839630127,0.326830118894577
IND144001AAB,0.0060386473429951,0.0030193236714975,0.0030193236714975,0.0036304858648218,0.1254545218430211,0.002559128201408,0.0021567488722511,0.0022312510767686,10,83,0.42569392919540405,-0.1405276656150818,0.6478067636489868,1.0914934873580933,-0.5585693717002869,-0.41827380657196045,-0.04268309101462364,0.40098002552986145,0.34841281175613403,-0.5174371004104614,-0.02861933596432209,-0.6576799750328064,-0.2369246482849121,-0.7321550846099854,-0.13123665750026703,0.3776167929172516,0.5266934037208557,1.2342822551727295,0.8035739064216614,0.5545520186424255,1.5130778551101685,1.193060040473938,0.6308234333992004,0.029321135953068733,-0.41281819343566895,0.3785197138786316,-0.15218132734298706,-0.5210588574409485,0.0443195216357708,-0.04347390681505203,-1.2955130338668823,0.30953624844551086
IND144514AAA,0.0018115942028985,0.0006038647342995,0.001207729468599,0.0004050089758746,0.1059306730046335,0.0003917066473335,0.0003045868124214,0.000259796821376,10,83,0.07817152142524719,-0.8102594017982483,1.2871743440628052,1.067785382270813,-0.5821904540061951,-0.4864879548549652,0.9267992377281189,0.34759020805358887,0.5393931865692139,-0.24408484995365143,-0.3831256330013275,-0.8322656154632568,-0.41268542408943176,-0.7869777679443359,0.17855064570903778,0.5065392255783081,0.3948605954647064,0.885261058807373,1.1428338289260864,0.777675211429596,1.4479939937591553,1.1288459300994873,0.6423574686050415,-0.4606689512729645,-0.2004649043083191,0.20221295952796936,-0.22264227271080017,-0.42193788290023804,0.6478329300880432,-0.0358414463698864,-0.9923044443130493,0.5722775459289551
IND147301AAA,0.002415458937198,0.001207729468599,0.001207729468599,0.0002025044879373,0.1059607370525985,0.0005908659458121,0.0003045868124214,0.0002989059408245,10,83,-0.2186174988746643,-0.9315482378005981,1.2620443105697632,0.9815928936004639,-0.8019047379493713,-0.321647584438324,0.6592653393745422,0.35574716329574585,0.670761227607727,-0.08223110437393188,-0.2645029127597809,-1.1219885349273682,-0.3234286308288574,-0.8680410981178284,-0.41208693385124207,0.4488503336906433,0.6668972969055176,0.9755972623825073,0.9891908764839172,0.8928694128990173,1.720132827758789,1.0132757425308228,0.4182908535003662,-0.5204980969429016,-0.25373154878616333,0.5316479802131653,-0.2390354424715042,-0.5131765604019165,0.6446908712387085,-0.13344810903072357,-0.8244936466217041,0.050638142973184586
IND152026AAA,0.0078502415458937,0.0036231884057971,0.0042270531400966,0.004246026533561,0.1061113136293394,0.0018670081416243,0.0021917898573904,0.0003050268506888,10,83,-0.3152637481689453,-0.5776726603507996,0.7860419154167175,1.2505077123641968,-0.3619840741157532,-0.5880663394927979,0.3306273818016052,0.3745734691619873,0.9210677146911621,0.46650299429893494,-0.4273843765258789,-0.14924553036689758,0.0994214415550232,-0.6620018482208252,0.014695252291858196,0.6865387558937073,0.31446319818496704,0.6766695976257324,0.6277199983596802,0.23775359988212585,1.5703682899475098,0.9614391326904297,0.6459862589836121,-0.3729923963546753,-0.1458963304758072,0.5562865734100342,-0.4306635856628418,-0.3805420696735382,0.909579336643219,-0.5777783989906311,-1.1791859865188599,0.39623886346817017
IND160002AAC,0.0368357487922705,0.0193236714975845,0.0175120772946859,0.0550782085482796,0.1535482858337778,0.0080521034721946,0.0176436750395472,0.0147941734599692,10,83,0.2275812178850174,-0.2602289021015167,0.18671271204948425,0.7741045951843262,-0.044313766062259674,-0.7459847927093506,0.08334329724311829,0.05009091645479202,0.4575243592262268,-0.4290771186351776,-0.030831579118967056,-0.09771689027547836,-0.264889121055603,-0.6222487092018127,-0.4573758542537689,0.25909462571144104,0.15250203013420105,0.6026813983917236,0.48227107524871826,0.2949290871620178,0.7224029898643494,1.075753927230835,0.3326584994792938,-0.16812101006507874,-0.0011872395407408476,0.581866979598999,-0.04281386733055115,-0.08301156759262085,0.4980948865413666,-0.24552050232887268,-1.1137721538543701,-0.0913781076669693
IND000000ACB,0.0567632850241545,0.0271739130434782,0.0295893719806763,0.220227686279969,0.183962876080232,0.0114235616757281,0.0449125044317449,0.0343696613427269,1,122,0.12203086167573929,-0.5215219855308533,-0.346046507358551,0.3927643597126007,0.39625096321105957,-0.23515768349170685,-0.1582503318786621,0.05986889451742172,0.3172270655632019,-0.373280793428421,0.5245017409324646,0.19011928141117096,0.14850565791130066,-0.223413348197937,-0.10653888434171677,0.06411183625459671,-0.23786036670207977,0.3726660907268524,0.09774897247552872,0.38866525888442993,0.3495880663394928,0.4724106192588806,0.9166199564933777,-0.06886821240186691,0.3247120678424835,0.20143480598926544,-0.22774676978588104,0.36526134610176086,-0.10337109118700027,-0.0720088928937912,0.18272879719734192,0.17920583486557007
IND000000AEL,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0,0.1444304282417141,0.0003162679819927,0.0036144959070443,0.0048258532047504,1,122,0.031082917004823685,-0.6628424525260925,-0.3414210081100464,0.40517178177833557,0.4625976085662842,-0.2714558243751526,-0.0947062149643898,0.13783681392669678,0.23295362293720245,-0.3944999575614929,0.5212165117263794,0.2953483462333679,0.13837336003780365,-0.25008368492126465,-0.2115817815065384,-0.019588416442275047,-0.20302680134773254,0.3251194953918457,0.10582072287797928,0.41087397933006287,0.3746833801269531,0.5877899527549744,1.0564554929733276,-0.18203720450401306,0.23865850269794464,0.19229048490524292,-0.07631819695234299,0.34544500708580017,-0.029990242794156075,-0.17680765688419342,0.21193194389343262,0.3025006651878357
IND110024AAA,0.002415458937198,0.0018115942028985,0.0006038647342995,0.0004061035947283,0.147722002721617,0.0020430820533392,1.5421320384802444e-20,0.0069891731092299,1,122,-0.7636061310768127,-0.45657879114151,-0.3304280638694763,1.040056586265564,0.6660120487213135,-0.17402531206607819,-0.4550277590751648,-0.11448100954294205,0.6941857933998108,-0.8255160450935364,0.4297184944152832,-0.4081559181213379,-0.6449094414710999,-1.190219759941101,-0.4254319369792938,1.270995855331421,-1.157514214515686,-0.113530732691288,0.5273696780204773,2.1176867485046387,0.5404276251792908,0.8993881940841675,0.3005899488925934,-0.17676542699337006,0.1625460684299469,0.029107537120580673,-0.6505205631256104,0.47846975922584534,1.0318801403045654,0.7169244289398193,0.6487216353416443,0.67934650182724
IND110030AAD,0.0018115942028985,0.001207729468599,0.0006038647342995,0.0,0.1446542646279856,0.0003708304987093,0.0036144959070443,0.00581830852239,1,122,0.13555879890918732,-0.31913140416145325,-0.33057695627212524,0.398641437292099,0.6646260023117065,-0.14595669507980347,-0.10231231898069382,0.08911728113889694,0.3340892493724823,-0.3408578634262085,0.5421783924102783,0.15083634853363037,0.09830619394779205,-0.31960567831993103,-0.18669551610946655,-0.06731992959976196,-0.2904687821865082,0.4751913249492645,0.2819373607635498,0.3671092391014099,0.2722128629684448,0.5171304941177368,1.2282357215881348,0.06687094271183014,0.22791971266269684,0.42772984504699707,-0.21786709129810333,0.16728928685188293,-0.18943212926387787,-0.05829852074384689,0.30587315559387207,0.2710959315299988
IND110037AAK,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0,0.1444304282417141,0.0003162679819927,0.0036144959070443,0.0048258532047504,1,122,0.11685892939567566,-0.5398043394088745,-0.38225114345550537,0.3856380581855774,0.433060884475708,-0.24804183840751648,-0.13355454802513123,0.11981432139873505,0.293302983045578,-0.4656708538532257,0.6208158135414124,0.2193208783864975,0.08939504623413086,-0.3257569372653961,-0.14493849873542786,-0.0006506688660010695,-0.1905074268579483,0.43175432085990906,0.13042326271533966,0.42957982420921326,0.42823168635368347,0.5772013664245605,0.9706966876983643,-0.11493732035160065,0.40399104356765747,0.21422810852527618,-0.32589298486709595,0.35885298252105713,-0.18131892383098602,-0.14076551795005798,0.30012673139572144,0.17279396951198578
IND110043AAA,0.0030193236714975,0.0018115942028985,0.001207729468599,0.0012117430710626,0.1445422597773251,0.0008098000174362,0.0036558066049151,0.0049374395637214,1,122,0.2562668025493622,-0.8781039118766785,-0.3395848274230957,0.7078662514686584,0.48363980650901794,-0.5525771379470825,-0.4823138415813446,0.7426536679267883,0.3954204022884369,-0.34140411019325256,0.7106339931488037,0.37517282366752625,0.27237775921821594,-0.5912018418312073,-0.0272862296551466,0.058227866888046265,0.1585771143436432,0.5165950655937195,0.4367300868034363,0.6695432066917419,0.26363056898117065,0.5241293907165527,0.8676195740699768,-0.22311188280582428,0.4961417019367218,0.018289487808942795,0.03103327564895153,0.4749356210231781,-0.5086811780929565,-0.10623043030500412,0.15928396582603455,0.5669648051261902
IND110043AAC,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0,0.1444304282417141,0.0003162679819927,0.0036144959070443,0.0048258532047504,1,122,0.13114158809185028,-0.49297893047332764,-0.37109994888305664,0.4801243841648102,0.4307345151901245,-0.29025790095329285,-0.19309589266777039,0.06577426940202713,0.316222608089447,-0.3980405926704407,0.578936755657196,0.0979035347700119,0.14273963868618011,-0.2819373607635498,-0.2839149236679077,-0.045278701931238174,-0.2885715961456299,0.3799496591091156,0.04510552063584328,0.39939749240875244,0.3016366958618164,0.5872644186019897,1.0537455081939697,-0.010708831250667572,0.42882782220840454,0.2963096797466278,-0.1845717877149582,0.39916470646858215,-0.11780449748039246,-0.05093524232506752,0.16206640005111694,0.21661028265953064
IND110052AAA,0.001207729468599,0.0006038647342995,0.0006038647342995,0.0,0.1444304282417141,0.0003162679819927,0.0036144959070443,0.0048258532047504,1,122,0.13190241158008575,-0.5022740960121155,-0.38300368189811707,0.36920174956321716,0.4140722155570984,-0.32591375708580017,-0.06351801753044128,0.08303923904895782,0.1829429566860199,-0.41088658571243286,0.605812132358551,0.29427286982536316,0.13965675234794617,-0.2677881717681885,-0.18528401851654053,-0.008724699728190899,-0.30926522612571716,0.48199284076690674,0.12433842569589615,0.30205464363098145,0.4606718420982361,0.49298158288002014,0.9520618915557861,-0.22035618126392365,0.36722269654273987,0.29140526056289673,-0.30577290058135986,0.3552183508872986,-0.06545044481754303,-0.12902015447616577,0.18836401402950287,0.27658116817474365
IND110064AAA,0.0030193236714975,0.001207729468599,0.0018115942028985,0.0008114774435541,0.1472791546370141,0.0004881991093652,0.0036980725142618,0.0069101952939664,1,122,0.10429985821247101,-1.0685858726501465,0.0424492321908474,0.3210340738296509,0.7412797808647156,-0.2729230225086212,0.39136940240859985,-0.003739642910659313,0.7046052813529968,-0.7308867573738098,0.22865590453147888,0.1101498156785965,0.015603435225784779,-0.13121093809604645,0.03920338302850723,0.3908831477165222,-0.16058310866355896,0.5421010255813599,0.25212642550468445,0.6048824787139893,0.30073997378349304,0.5644936561584473,0.8452622890472412,0.06809817254543304,0.187587171792984,-0.28643253445625305,0.025799762457609177,0.4628129303455353,-0.2185955047607422,-0.08289696276187897,0.07599152624607086,-0.171346053481102
IND110085AAB,0.0054347826086956,0.002415458937198,0.0030193236714975,0.0024264051257352,0.1473954429549273,0.0009693751554589,0.0037856056261064,0.0070699770983265,1,122,-0.047019150108098984,-1.0408382415771484,-0.13646815717220306,0.47430840134620667,0.9390091300010681,-0.3525049388408661,0.13117218017578125,-0.0516730360686779,0.2881908416748047,-0.500040590763092,0.025313500314950943,0.8481607437133789,0.19496159255504608,0.2637046277523041,0.558428168296814,0.577219545841217,-0.5880990028381348,0.09556833654642105,0.025155305862426758,0.5584122538566589,0.37217944860458374,0.5616333484649658,1.225773811340332,-0.09786700457334518,0.31079453229904175,0.43691325187683105,-0.20345795154571533,0.4007605314254761,0.7921161651611328,-0.596406877040863,-0.15773455798625946,-0.21022847294807434
